QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE,MSRP_Product
42,100.0,1,4396.14,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,95S10_1678
41,100.0,9,7737.93,Shipped,4,11,2004,Motorcycles,Salzburg Collectables,Salzburg,Austria,Large,95S10_1678
20,72.55,13,1451.0,Shipped,4,12,2004,Motorcycles,Souveniers And Things Co.,Chatswood,Australia,Small,95S10_1678
21,34.91,12,733.11,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,Nantes,France,Small,95S10_1678
42,76.36,4,3207.12,Shipped,1,3,2005,Motorcycles,FunGiftIdeas.com,New Bedford,USA,Medium,95S10_1678
24,100.0,7,2434.56,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",Liverpool,UK,Small,95S10_1678
66,100.0,2,7516.08,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,Large,95S10_1678
26,100.0,11,5404.62,Shipped,1,1,2003,Classic Cars,Baane Mini Imports,Stavern,Norway,Medium,214S10_1949
29,100.0,1,7209.11,Shipped,1,3,2003,Classic Cars,"Volvo Model Replicas, Co",Lule,Sweden,Large,214S10_1949
38,100.0,11,7329.06,Shipped,2,5,2003,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Large,214S10_1949
37,100.0,11,7374.1,Shipped,3,7,2003,Classic Cars,Technics Stores Inc.,Burlingame,USA,Large,214S10_1949
45,100.0,8,10993.5,Shipped,3,9,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Large,214S10_1949
21,100.0,1,4860.24,Shipped,4,10,2003,Classic Cars,Classic Legends Inc.,NYC,USA,Medium,214S10_1949
34,100.0,4,8014.82,Shipped,4,11,2003,Classic Cars,"Australian Gift Network, Co",South Brisbane,Australia,Large,214S10_1949
23,100.0,8,5372.57,Shipped,4,11,2003,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,214S10_1949
42,100.0,11,7290.36,Shipped,4,11,2003,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,Large,214S10_1949
47,100.0,6,9064.89,Shipped,4,12,2003,Classic Cars,Canadian Gift Exchange Network,Vancouver,Canada,Large,214S10_1949
35,100.0,3,6075.3,Shipped,1,1,2004,Classic Cars,West Coast Collectables Co.,Burbank,USA,Medium,214S10_1949
29,100.0,2,6463.23,Shipped,1,3,2004,Classic Cars,Cambridge Collectables Co.,Cambridge,USA,Medium,214S10_1949
34,100.0,9,6120.34,Shipped,2,5,2004,Classic Cars,Super Scale Inc.,New Haven,USA,Medium,214S10_1949
32,100.0,6,7680.64,Shipped,2,6,2004,Classic Cars,"Tokyo Collectables, Ltd",Minato-ku,Japan,Large,214S10_1949
21,100.0,9,4905.39,Shipped,3,7,2004,Classic Cars,Souveniers And Things Co.,Chatswood,Australia,Medium,214S10_1949
34,100.0,2,8014.82,Shipped,3,8,2004,Classic Cars,Amica Models & Co.,Torino,Italy,Large,214S10_1949
37,100.0,11,7136.19,Shipped,3,9,2004,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Large,214S10_1949
47,100.0,6,10172.7,Shipped,4,10,2004,Classic Cars,Auto Assoc. & Cie.,Versailles,France,Large,214S10_1949
48,100.0,3,11623.7,Shipped,4,10,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,214S10_1949
40,100.0,1,6000.4,Shipped,4,11,2004,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Medium,214S10_1949
26,100.0,3,3003.0,Shipped,4,11,2004,Classic Cars,Mini Wheels Co.,San Francisco,USA,Medium,214S10_1949
30,100.0,1,3944.7,Shipped,4,11,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium,214S10_1949
32,100.0,10,5691.84,Shipped,4,12,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,214S10_1949
41,100.0,2,4514.92,Shipped,1,1,2005,Classic Cars,Collectables For Less Inc.,Brickhaven,USA,Medium,214S10_1949
36,100.0,3,8254.8,Shipped,1,2,2005,Classic Cars,Corporate Gift Ideas Co.,San Francisco,USA,Large,214S10_1949
24,100.0,4,2416.56,Shipped,1,3,2005,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small,214S10_1949
23,100.0,9,4140.23,Shipped,2,5,2005,Classic Cars,Quebec Home Shopping Network,Montreal,Canada,Medium,214S10_1949
50,100.0,6,12001.0,In Process,2,5,2005,Classic Cars,Euro Shopping Channel,Madrid,Spain,Large,214S10_1949
39,99.91,5,3896.49,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,118S10_2016
29,96.34,3,2793.86,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Small,118S10_2016
27,100.0,5,3307.77,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,Paris,France,Medium,118S10_2016
37,100.0,9,5192.95,Shipped,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,USA,Medium,118S10_2016
37,100.0,17,5016.83,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,USA,Medium,118S10_2016
27,100.0,4,3660.93,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,USA,Medium,118S10_2016
42,100.0,12,4695.6,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,France,Medium,118S10_2016
38,96.34,4,3660.92,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Bergen,Norway,Medium,118S10_2016
24,100.0,5,3025.92,Shipped,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,USA,Medium,118S10_2016
23,100.0,2,3009.09,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Japan,Medium,118S10_2016
47,100.0,4,5422.39,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Medium,118S10_2016
22,100.0,1,2852.08,Shipped,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,USA,Small,118S10_2016
44,100.0,5,5756.52,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,USA,Medium,118S10_2016
40,100.0,5,4472.0,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,USA,Medium,118S10_2016
22,100.0,4,2904.44,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,France,Small,118S10_2016
47,100.0,9,6484.59,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,USA,Medium,118S10_2016
39,96.34,1,3757.26,Shipped,3,9,2004,Motorcycles,Atelier graphique,Nantes,France,Medium,118S10_2016
34,100.0,2,4043.96,Shipped,4,10,2004,Motorcycles,Mini Classics,White Plains,USA,Medium,118S10_2016
45,100.0,4,5566.5,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,USA,Medium,118S10_2016
20,100.0,2,3176.0,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,118S10_2016
40,68.92,4,2756.8,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,118S10_2016
26,51.15,8,1329.9,Shipped,4,12,2004,Motorcycles,Souveniers And Things Co.,Chatswood,Australia,Small,118S10_2016
39,100.0,5,5288.01,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Australia,Medium,118S10_2016
50,44.51,5,2225.5,Shipped,1,3,2005,Motorcycles,FunGiftIdeas.com,New Bedford,USA,Small,118S10_2016
45,100.0,1,5833.8,Shipped,2,4,2005,Motorcycles,Auto Canal Petit,Paris,France,Medium,118S10_2016
45,100.0,5,5887.35,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,Medium,118S10_2016
27,100.0,4,6065.55,Shipped,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,193S10_4698
46,100.0,2,9264.86,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Large,193S10_4698
31,100.0,4,7023.98,Shipped,3,7,2003,Motorcycles,Lyon Souveniers,Paris,France,Large,193S10_4698
33,100.0,8,5176.38,Shipped,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,USA,Medium,193S10_4698
22,100.0,16,4132.7,Shipped,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,USA,Medium,193S10_4698
20,100.0,3,4183.0,Shipped,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,USA,Medium,193S10_4698
41,100.0,11,8892.9,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,France,Large,193S10_4698
45,100.0,3,8714.7,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Bergen,Norway,Large,193S10_4698
49,100.0,4,8065.89,Shipped,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,USA,Large,193S10_4698
34,100.0,1,6123.4,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Japan,Medium,193S10_4698
49,100.0,3,9774.03,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Australia,Large,193S10_4698
39,100.0,9,7023.9,Shipped,2,4,2004,Motorcycles,Vitachrome Inc.,NYC,USA,Large,193S10_4698
43,100.0,4,7078.23,Shipped,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,USA,Large,193S10_4698
41,100.0,4,8336.94,Shipped,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,USA,Large,193S10_4698
36,100.0,3,6901.92,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,France,Medium,193S10_4698
27,100.0,8,5438.07,Shipped,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,USA,Medium,193S10_4698
29,100.0,11,6683.34,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Helsinki,Finland,Medium,193S10_4698
20,100.0,1,4570.4,Shipped,4,10,2004,Motorcycles,Mini Classics,White Plains,USA,Medium,193S10_4698
37,100.0,3,7667.14,Shipped,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,USA,Large,193S10_4698
26,100.0,3,5868.2,Shipped,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,USA,Medium,193S10_4698
39,76.67,3,2990.13,Shipped,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small,193S10_4698
22,100.0,4,3664.1,Shipped,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,USA,Medium,193S10_4698
22,100.0,1,3834.38,Shipped,1,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Australia,Medium,193S10_4698
21,86.77,7,1822.17,Shipped,1,3,2005,Motorcycles,FunGiftIdeas.com,New Bedford,USA,Small,193S10_4698
66,100.0,9,11886.6,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",Liverpool,UK,Large,193S10_4698
56,100.0,4,9218.16,Disputed,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,Spain,Large,193S10_4698
50,100.0,2,7208.0,Shipped,1,2,2003,Classic Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Large,136S10_4757
46,100.0,11,5004.8,Shipped,2,4,2003,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium,136S10_4757
33,100.0,2,4398.24,Shipped,2,6,2003,Classic Cars,"Stylish Desk Decors, Co.",London,UK,Medium,136S10_4757
49,100.0,15,5597.76,Shipped,3,8,2003,Classic Cars,Mini Creations Ltd.,New Bedford,USA,Medium,136S10_4757
32,100.0,13,4526.08,Shipped,4,10,2003,Classic Cars,"Toys of Finland, Co.",Helsinki,Finland,Medium,136S10_4757
44,100.0,9,5924.16,Cancelled,4,10,2003,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium,136S10_4757
24,100.0,12,3492.48,Shipped,4,11,2003,Classic Cars,Alpha Cognac,Toulouse,France,Medium,136S10_4757
26,100.0,9,3854.24,Shipped,4,11,2003,Classic Cars,"Double Decker Gift Stores, Ltd",London,UK,Medium,136S10_4757
45,100.0,6,5324.4,Shipped,4,11,2003,Classic Cars,Enaco Distributors,Barcelona,Spain,Medium,136S10_4757
39,100.0,8,5197.92,Shipped,1,1,2004,Classic Cars,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,Medium,136S10_4757
49,100.0,12,5997.6,Shipped,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,USA,Medium,136S10_4757
20,100.0,3,2910.4,Cancelled,2,5,2004,Classic Cars,Land of Toys Inc.,NYC,USA,Small,136S10_4757
27,100.0,1,3378.24,Shipped,2,6,2004,Classic Cars,Quebec Home Shopping Network,Montreal,Canada,Medium,136S10_4757
30,100.0,4,3508.8,Shipped,3,7,2004,Classic Cars,Petit Auto,Bruxelles,Belgium,Medium,136S10_4757
25,100.0,6,2992.0,Shipped,3,8,2004,Classic Cars,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small,136S10_4757
24,100.0,1,3427.2,Shipped,3,9,2004,Classic Cars,Gifts4AllAges.com,Boston,USA,Medium,136S10_4757
22,100.0,9,2692.8,Shipped,4,10,2004,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Small,136S10_4757
33,100.0,17,4128.96,Shipped,4,11,2004,Classic Cars,giftsbymail.co.uk,Cowes,UK,Medium,136S10_4757
47,64.93,6,3051.71,Shipped,4,11,2004,Classic Cars,Baane Mini Imports,Stavern,Norway,Medium,136S10_4757
25,48.05,8,1201.25,Shipped,4,11,2004,Classic Cars,Classic Legends Inc.,NYC,USA,Small,136S10_4757
26,75.47,5,1962.22,Shipped,4,12,2004,Classic Cars,Euro Shopping Channel,Madrid,Spain,Small,136S10_4757
48,54.68,6,2624.64,Shipped,4,12,2004,Classic Cars,Reims Collectables,Reims,France,Small,136S10_4757
39,100.0,3,4046.25,Shipped,1,1,2005,Classic Cars,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium,136S10_4757
34,100.0,4,4846.7,Shipped,1,2,2005,Classic Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium,136S10_4757
32,100.0,2,3370.56,Shipped,1,3,2005,Classic Cars,Lyon Souveniers,Paris,France,Medium,136S10_4757
64,100.0,9,9661.44,Shipped,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,USA,Large,136S10_4757
19,100.0,3,2764.88,On Hold,2,5,2005,Classic Cars,Gifts4AllAges.com,Boston,USA,Small,136S10_4757
42,100.0,4,5398.26,Shipped,1,1,2003,Classic Cars,Baane Mini Imports,Stavern,Norway,Medium,147S10_4962
31,100.0,8,4305.28,Shipped,2,4,2003,Classic Cars,"La Corne D'abondance, Co.",Paris,France,Medium,147S10_4962
22,100.0,4,3347.74,Shipped,2,5,2003,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium,147S10_4962
26,100.0,4,3188.12,Shipped,3,7,2003,Classic Cars,Technics Stores Inc.,Burlingame,USA,Medium,147S10_4962
20,100.0,1,3191.2,Shipped,3,9,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,147S10_4962
21,100.0,2,3536.82,Resolved,4,10,2003,Classic Cars,Mini Auto Werke,Graz,Austria,Medium,147S10_4962
33,100.0,9,5362.83,Shipped,4,11,2003,Classic Cars,"Stylish Desk Decors, Co.",London,UK,Medium,147S10_4962
28,100.0,1,3433.36,Shipped,4,11,2003,Classic Cars,"Classic Gift Ideas, Inc",Philadelphia,USA,Medium,147S10_4962
26,100.0,4,4263.74,Shipped,4,11,2003,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,Medium,147S10_4962
31,100.0,15,4076.19,Shipped,4,12,2003,Classic Cars,Diecast Collectables,Boston,USA,Medium,147S10_4962
48,100.0,4,7020.48,Shipped,1,2,2004,Classic Cars,Handji Gifts& Co,Singapore,Singapore,Large,147S10_4962
50,100.0,9,6426.5,Shipped,1,3,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,147S10_4962
28,100.0,2,4591.72,Shipped,2,5,2004,Classic Cars,Super Scale Inc.,New Haven,USA,Medium,147S10_4962
26,100.0,12,4033.38,Shipped,2,6,2004,Classic Cars,Handji Gifts& Co,Singapore,Singapore,Medium,147S10_4962
32,100.0,2,4302.08,Shipped,3,7,2004,Classic Cars,Souveniers And Things Co.,Chatswood,Australia,Medium,147S10_4962
44,100.0,9,7020.64,Shipped,3,8,2004,Classic Cars,Diecast Classics Inc.,Allentown,USA,Large,147S10_4962
30,100.0,4,3855.9,Shipped,3,9,2004,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Medium,147S10_4962
38,100.0,13,6680.78,Shipped,4,10,2004,Classic Cars,Marta's Replicas Co.,Cambridge,USA,Medium,147S10_4962
40,100.0,7,6678.0,Shipped,4,10,2004,Classic Cars,Canadian Gift Exchange Network,Vancouver,Canada,Medium,147S10_4962
46,61.99,8,2851.54,Shipped,4,11,2004,Classic Cars,Online Diecast Creations Co.,Nashua,USA,Small,147S10_4962
26,100.0,2,3188.12,On Hold,4,11,2004,Classic Cars,"Volvo Model Replicas, Co",Lule,Sweden,Medium,147S10_4962
27,100.0,2,4428.0,Shipped,4,11,2004,Classic Cars,"Australian Collectors, Co.",Melbourne,Australia,Medium,147S10_4962
43,100.0,9,5780.92,Shipped,4,12,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,147S10_4962
35,65.63,4,2297.05,Shipped,1,1,2005,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small,147S10_4962
37,100.0,6,6231.54,Shipped,1,2,2005,Classic Cars,Corporate Gift Ideas Co.,San Francisco,USA,Medium,147S10_4962
37,46.9,7,1735.3,Shipped,1,3,2005,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Small,147S10_4962
27,100.0,2,4427.73,Shipped,2,5,2005,Classic Cars,Quebec Home Shopping Network,Montreal,Canada,Medium,147S10_4962
38,100.0,12,5894.94,In Process,2,5,2005,Classic Cars,La Rochelle Gifts,Nantes,France,Medium,147S10_4962
33,100.0,6,5265.15,Shipped,1,3,2003,Classic Cars,Cruz & Sons Co.,Makati City,Philippines,Medium,194S12_1099
42,100.0,10,7599.9,Shipped,2,5,2003,Classic Cars,Marseille Mini Autos,Marseille,France,Large,194S12_1099
42,100.0,7,8008.56,Shipped,3,7,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,194S12_1099
48,100.0,7,9245.76,Shipped,3,9,2003,Classic Cars,Collectables For Less Inc.,Brickhaven,USA,Large,194S12_1099
41,100.0,2,8296.35,Shipped,4,10,2003,Classic Cars,Corporate Gift Ideas Co.,San Francisco,USA,Large,194S12_1099
30,100.0,2,5019.9,Shipped,4,11,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,Australia,Medium,194S12_1099
27,100.0,14,5411.07,Shipped,4,11,2003,Classic Cars,Herkku Gifts,Bergen,Norway,Medium,194S12_1099
21,100.0,3,3840.9,Shipped,4,11,2003,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Medium,194S12_1099
20,100.0,8,3930.4,Shipped,4,12,2003,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium,194S12_1099
41,100.0,2,7498.9,Shipped,1,1,2004,Classic Cars,Auto Canal Petit,Paris,France,Large,194S12_1099
27,100.0,9,4517.91,Shipped,1,2,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium,194S12_1099
28,100.0,3,5774.72,Shipped,2,4,2004,Classic Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Medium,194S12_1099
24,100.0,13,3922.56,Cancelled,2,6,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,UK,Medium,194S12_1099
44,100.0,14,9160.36,Shipped,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Large,194S12_1099
50,100.0,3,9631.0,Shipped,3,8,2004,Classic Cars,Online Mini Collectables,Brickhaven,USA,Large,194S12_1099
21,100.0,12,3432.24,Shipped,3,8,2004,Classic Cars,"Vida Sport, Ltd",Gensve,Switzerland,Medium,194S12_1099
33,100.0,5,5521.89,Shipped,4,10,2003,Classic Cars,"Blauer See Auto, Co.",Frankfurt,Germany,Medium,194S12_1099
33,100.0,10,6934.62,Shipped,4,10,2004,Classic Cars,"Toms Spezialitten, Ltd",Koln,Germany,Medium,194S12_1099
31,100.0,3,6876.11,Shipped,4,11,2004,Classic Cars,"Volvo Model Replicas, Co",Lule,Sweden,Medium,194S12_1099
41,71.47,5,2930.27,Shipped,4,11,2004,Classic Cars,Land of Toys Inc.,NYC,USA,Small,194S12_1099
45,79.65,2,3584.25,Shipped,4,11,2004,Classic Cars,Salzburg Collectables,Salzburg,Austria,Medium,194S12_1099
33,85.39,3,2817.87,Shipped,1,1,2005,Classic Cars,Suominen Souveniers,Espoo,Finland,Small,194S12_1099
45,76.0,7,3420.0,Shipped,1,2,2005,Classic Cars,La Rochelle Gifts,Nantes,France,Medium,194S12_1099
26,99.04,4,2575.04,Shipped,1,3,2005,Classic Cars,Scandinavian Gift Ideas,Boras,Sweden,Small,194S12_1099
12,100.0,13,1961.28,Shipped,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,Austria,Small,194S12_1099
41,100.0,15,8690.36,Shipped,1,2,2003,Classic Cars,Danish Wholesale Imports,Kobenhavn,Denmark,Large,207S12_1108
33,100.0,9,6034.38,Shipped,2,4,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium,207S12_1108
46,100.0,2,11279.2,Shipped,2,6,2003,Classic Cars,Muscle Machine Inc,NYC,USA,Large,207S12_1108
33,100.0,12,8023.29,Shipped,3,8,2003,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,207S12_1108
20,100.0,11,4904.0,Shipped,3,9,2003,Classic Cars,Euro Shopping Channel,Madrid,Spain,Medium,207S12_1108
44,100.0,3,8594.52,Shipped,4,10,2003,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Singapore,Large,207S12_1108
33,100.0,2,7474.5,Shipped,4,11,2003,Classic Cars,L'ordine Souveniers,Reggio Emilia,Italy,Large,207S12_1108
21,100.0,13,3883.74,Shipped,4,11,2003,Classic Cars,Mini Creations Ltd.,New Bedford,USA,Medium,207S12_1108
47,100.0,5,8887.7,Shipped,4,11,2003,Classic Cars,Super Scale Inc.,New Haven,USA,Large,207S12_1108
46,100.0,13,8602.92,Shipped,1,1,2004,Classic Cars,"Saveley & Henriot, Co.",Lyon,France,Large,207S12_1108
32,100.0,2,7181.44,Shipped,1,2,2004,Classic Cars,"Clover Collections, Co.",Dublin,Ireland,Large,207S12_1108
42,100.0,2,8378.58,Shipped,1,3,2004,Classic Cars,CAF Imports,Madrid,Spain,Large,207S12_1108
44,100.0,2,10606.2,Shipped,2,5,2004,Classic Cars,Suominen Souveniers,Espoo,Finland,Large,207S12_1108
35,100.0,2,5818.4,Shipped,3,7,2004,Classic Cars,Diecast Classics Inc.,Allentown,USA,Medium,207S12_1108
41,100.0,5,7071.27,Shipped,3,8,2004,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Large,207S12_1108
46,100.0,8,8411.56,Shipped,3,9,2004,Classic Cars,Amica Models & Co.,Torino,Italy,Large,207S12_1108
31,100.0,13,6570.76,Shipped,4,10,2004,Classic Cars,"AV Stores, Co.",Manchester,UK,Medium,207S12_1108
38,100.0,5,7975.44,Shipped,4,10,2004,Classic Cars,Heintze Collectables,Aaarhus,Denmark,Large,207S12_1108
42,64.0,8,2688.0,Shipped,4,11,2004,Classic Cars,Baane Mini Imports,Stavern,Norway,Small,207S12_1108
33,57.22,10,1888.26,Shipped,4,11,2004,Classic Cars,"La Corne D'abondance, Co.",Paris,France,Small,207S12_1108
48,52.36,8,2513.28,Shipped,4,11,2004,Classic Cars,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,207S12_1108
42,100.0,8,4764.48,Shipped,4,12,2004,Classic Cars,Reims Collectables,Reims,France,Medium,207S12_1108
32,100.0,6,3560.64,Shipped,1,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,207S12_1108
34,100.0,10,3823.64,Shipped,1,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,207S12_1108
33,69.12,1,2280.96,Shipped,1,3,2005,Classic Cars,Lyon Souveniers,Paris,France,Small,207S12_1108
36,100.0,2,8677.8,Shipped,2,5,2005,Classic Cars,Gift Depot Inc.,Bridgewater,USA,Large,207S12_1108
27,100.0,8,3394.98,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Stavern,Norway,Medium,136S12_1666
21,100.0,2,3415.44,Shipped,1,3,2003,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium,136S12_1666
21,100.0,8,2439.57,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small,136S12_1666
